gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	WT_1_log2CPM	WT_2_log2CPM	WT_3_log2CPM	KO_1_log2CPM	KO_2_log2CPM	KO_3_log2CPM
Eif2b2	0.06067	5.3549	1.3001	0.22475	0.43876	-7.3239	5.232	5.3736	5.3772	5.3978	5.4096	5.3394
Psmb7	-0.051557	7.393	-1.3	0.22479	0.43879	-7.4658	7.352	7.4986	7.4051	7.3566	7.359	7.3864
Ik	0.048478	7.5029	1.2996	0.2249	0.43894	-7.4681	7.4809	7.5096	7.4447	7.4608	7.5745	7.5471
Usp36	0.045063	5.7219	1.2994	0.22498	0.43902	-7.3672	5.7267	5.6575	5.7159	5.7371	5.7727	5.7216
Sec13	-0.050238	7.0876	-1.2994	0.225	0.43902	-7.4584	7.0412	7.1714	7.1259	7.0308	7.0798	7.0767
2810407C02Rik	-0.052706	8.3078	-1.2985	0.22529	0.43953	-7.4749	8.4	8.3418	8.2607	8.249	8.2703	8.3253
Zfp91	-0.049921	7.8029	-1.298	0.22544	0.43973	-7.4736	7.8982	7.8102	7.7745	7.7387	7.7926	7.8031
Tm7sf2	-0.081396	3.31	-1.2979	0.22547	0.43973	-6.8949	3.2775	3.3286	3.4629	3.2113	3.2476	3.3323
Clp1	-0.054144	5.4278	-1.2979	0.22548	0.43973	-7.3359	5.4502	5.5227	5.3823	5.3729	5.4127	5.426
Kazald1	0.22736	0.14258	1.2978	0.22551	0.43973	-5.8511	-0.22471	0.16695	0.20335	0.35833	0.083544	0.26804
Pdha1	-0.04498	7.4981	-1.2977	0.22553	0.43973	-7.4704	7.57	7.5144	7.4765	7.439	7.5001	7.4889
Cdca8	-0.048256	6.6383	-1.2976	0.22557	0.43976	-7.4408	6.6052	6.6801	6.7037	6.5702	6.6468	6.6238
Wrn	-0.063539	6.233	-1.297	0.22578	0.44011	-7.4155	6.3797	6.1918	6.2185	6.1809	6.2172	6.2097
Baz2b	0.069863	6.8384	1.2965	0.22594	0.44036	-7.452	6.9246	6.688	6.7968	6.8457	6.8919	6.8834
Refbp2	0.087292	2.6645	1.2964	0.22596	0.44036	-6.7018	2.6061	2.5469	2.7376	2.7124	2.6873	2.6967
Ncoa1	0.06145	5.1242	1.2957	0.22619	0.44075	-7.2975	5.1831	5.0407	5.0487	5.116	5.1988	5.158
Cpt1b	-0.31647	-1.3069	-1.2953	0.22632	0.44094	-5.3553	-1.0436	-1.1366	-1.3057	-1.4273	-1.4499	-1.4785
Pex11b	0.043646	5.0915	1.2949	0.22647	0.44107	-7.2938	5.0574	5.0859	5.0649	5.096	5.1316	5.1134
Tex14	-0.45281	-1.5312	-1.2949	0.22647	0.44107	-5.2732	-1.4532	-1.3319	-1.0992	-2.284	-1.093	-1.926
Gm17369	-0.71326	-2.809	-1.2948	0.22649	0.44107	-4.8851	-2.7644	-2.9168	-1.3816	-3.2455	-3.0349	-3.5109
R3hdm1	0.050971	6.7839	1.2948	0.2265	0.44107	-7.4516	6.8271	6.6903	6.7584	6.8348	6.8097	6.7834
Prickle1	-0.54947	-1.8143	-1.2947	0.22652	0.44107	-5.1723	-1.3696	-1.659	-1.4618	-1.1896	-2.7592	-2.4468
Arhgdib	-0.04905	9.3303	-1.2945	0.2266	0.44116	-7.4794	9.302	9.4239	9.3387	9.2966	9.3417	9.2792
Gm15489	0.29842	-0.90892	1.2942	0.22671	0.44133	-5.4891	-0.91942	-1.3319	-0.86314	-0.75195	-0.68286	-0.90428
Mdm4-ps	0.42861	-0.77679	1.2938	0.22681	0.44147	-5.5318	-0.88997	-1.3743	-0.5687	-0.09254	-1.1743	-0.56098
Ptprcap	0.078448	4.8759	1.2938	0.22684	0.44147	-7.2611	4.7548	4.7977	4.9736	4.8943	4.8384	4.9965
Atp6v0e	0.042188	6.4834	1.2935	0.22694	0.44157	-7.4367	6.4185	6.4869	6.4822	6.4877	6.4987	6.5264
Gnpda2	-0.057367	5.0584	-1.2933	0.22699	0.44157	-7.2908	5.1346	5.1259	4.9887	5.0547	5.0304	5.0158
BC018242	0.42773	-0.61517	1.2933	0.227	0.44157	-5.5874	-0.98017	-0.75388	-0.61378	0.26813	-0.90774	-0.70358
Batf	0.079748	3.8449	1.2933	0.227	0.44157	-7.0443	3.7445	3.7327	3.9683	3.8581	3.8663	3.8992
Bmp2k	0.064096	5.3754	1.2932	0.22704	0.44158	-7.3348	5.4481	5.2771	5.2965	5.3959	5.3832	5.4514
Gm6829	-0.5768	-2.7402	-1.2924	0.22729	0.44199	-4.9113	-2.3099	-2.2309	-2.8906	-2.8496	-2.8905	-3.2699
Gm6640	0.51763	-2.3667	1.2924	0.2273	0.44199	-5.009	-2.39	-3.0481	-2.3431	-1.9388	-2.1535	-2.3265
B4galt3	-0.062048	4.6641	-1.2923	0.22733	0.44199	-7.2258	4.6167	4.6899	4.7953	4.6161	4.6469	4.6198
Accs	0.070109	4.8165	1.2922	0.22737	0.44201	-7.253	4.7086	4.8476	4.7975	4.8824	4.9123	4.7503
3110067C02Rik	0.49274	-2.0729	1.2918	0.2275	0.44212	-5.0944	-2.5651	-1.8257	-2.6842	-2.0672	-1.6104	-1.685
Gm2382	-0.093708	2.6952	-1.2918	0.2275	0.44212	-6.7172	2.8194	2.7132	2.6734	2.5847	2.7493	2.6314
2810006K23Rik	-0.057543	4.2025	-1.2918	0.22751	0.44212	-7.1318	4.2493	4.2307	4.2139	4.1679	4.2354	4.1178
Zfp777	0.046656	4.9738	1.2916	0.22754	0.44213	-7.2796	4.9321	4.9851	4.934	5.0191	5	4.9725
Hgs	0.048689	5.3867	1.2914	0.22762	0.44222	-7.3384	5.3654	5.3251	5.3987	5.3616	5.4351	5.4345
Bco2	-0.13022	2.0443	-1.2913	0.22767	0.44227	-6.5076	2.0218	2.2409	2.0564	2.0745	1.8231	2.0492
Rassf10	-0.58495	-2.6614	-1.2906	0.22789	0.44263	-4.9296	-2.6614	-2.2309	-2.0675	-2.7385	-2.7592	-3.5109
Cox5b	-0.064149	5.4747	-1.2905	0.22794	0.44268	-7.3506	5.4034	5.518	5.6101	5.4449	5.4196	5.452
Ocln	-0.72989	-2.6312	-1.2897	0.2282	0.44314	-4.9373	-2.6614	-1.4631	-2.6842	-2.8496	-2.3286	-3.8004
Gm5113	-0.11545	2.5805	-1.2893	0.22833	0.44333	-6.6836	2.6543	2.4889	2.8204	2.5136	2.586	2.4198
Nfkb1	-0.042467	7.9802	-1.2889	0.22846	0.44351	-7.4857	8.0284	7.95	8.0261	7.9541	7.9835	7.9392
Gm12005	-0.55566	-2.4935	-1.2888	0.22848	0.44351	-4.9763	-2.1618	-2.5824	-1.8362	-2.7385	-3.1953	-2.4468
Ppa1	-0.047802	5.892	-1.2884	0.22862	0.44374	-7.3973	5.8507	5.9542	5.9459	5.864	5.8791	5.858
Oprl1	1.4022	-4.1085	1.2882	0.22868	0.44375	-4.6666	-4.712	-5.1185	-4.2691	-1.4273	-4.4754	-4.6484
Ckap2	-0.054075	5.5961	-1.2882	0.22869	0.44375	-7.3674	5.678	5.61	5.5748	5.5134	5.6232	5.5773
Zfp212	0.057713	4.5525	1.2878	0.22881	0.44394	-7.21	4.4859	4.5472	4.5389	4.523	4.6446	4.5751
Actr8	0.048179	5.4538	1.2877	0.22887	0.44398	-7.3513	5.3997	5.485	5.4022	5.4704	5.5082	5.4572
Rprd2	0.053047	6.4854	1.2876	0.22889	0.44398	-7.4439	6.5246	6.3981	6.4525	6.4643	6.5557	6.5168
Zfp235	0.084072	3.1426	1.2875	0.22893	0.44398	-6.8591	3.0439	3.1862	3.0796	3.2489	3.2	3.0971
Xkr5	-0.074134	3.2116	-1.2874	0.22897	0.44398	-6.8795	3.2726	3.208	3.2716	3.2268	3.0998	3.1908
Plac1l	0.79433	-3.5634	1.2873	0.22898	0.44398	-4.7472	-4.3494	-3.3529	-4.2691	-3.5865	-2.7592	-3.0635
Mthfd2l	0.10533	2.3958	1.2873	0.229	0.44398	-6.6265	2.407	2.4284	2.1538	2.491	2.4704	2.4241
Wdr83	0.056379	4.7014	1.2871	0.22904	0.44401	-7.2388	4.6096	4.7248	4.6856	4.6893	4.7537	4.7452
1600014C10Rik	-0.052297	5.2148	-1.2869	0.22912	0.44407	-7.3214	5.2374	5.3072	5.1701	5.1955	5.1932	5.1854
Xpnpep3	0.062953	4.8389	1.2868	0.22915	0.44407	-7.2633	4.9056	4.7639	4.7415	4.8523	4.9055	4.8645
Trim26	-0.061659	4.3666	-1.2868	0.22916	0.44407	-7.1736	4.3992	4.3778	4.4292	4.3927	4.3588	4.2421
Sema7a	-0.40906	0.49623	-1.2866	0.22921	0.44407	-5.9807	0.65559	0.71443	0.92464	1.1468	-0.063609	-0.40051
Tsc1	0.054251	6.033	1.2866	0.22921	0.44407	-7.4119	6.0867	5.948	5.9795	6.0266	6.0883	6.0687
Gm11641	0.62753	-2.7775	1.2865	0.22927	0.44412	-4.9071	-3.127	-3.5335	-2.5036	-2.8496	-2.0733	-2.578
Zfp329	-0.06326	4.9207	-1.2862	0.22935	0.44423	-7.2778	5.0508	4.8824	4.9172	4.8693	4.9178	4.8864
Gnai3	-0.040885	7.5565	-1.2856	0.22955	0.44456	-7.4859	7.6173	7.5812	7.5315	7.5248	7.54	7.5443
Klf9	-0.063516	4.7956	-1.2853	0.22967	0.44474	-7.258	4.9234	4.8114	4.7314	4.7701	4.7572	4.7799
Gm6430	0.16451	1.4794	1.2849	0.22979	0.44491	-6.3263	1.432	1.3377	1.4257	1.6989	1.2909	1.6914
Serac1	-0.092764	2.5275	-1.2848	0.22983	0.44493	-6.6724	2.6087	2.4948	2.6402	2.5469	2.4332	2.4411
Med27	0.056639	4.1547	1.2835	0.23028	0.44574	-7.1308	4.0829	4.1812	4.1137	4.1732	4.2046	4.1724
Tbc1d24	-0.065188	5.139	-1.2831	0.2304	0.44593	-7.3152	5.2765	5.0844	5.1517	5.1321	5.0985	5.0907
Sdha	0.043338	8.5836	1.283	0.23043	0.44593	-7.4938	8.5328	8.6183	8.5348	8.59	8.6314	8.5945
Kdm1b	-0.072006	4.4735	-1.2825	0.23059	0.44618	-7.2007	4.5797	4.3913	4.5619	4.4206	4.4085	4.4793
Adam1a	0.21557	-0.13132	1.2823	0.23065	0.44625	-5.7718	-0.24321	-0.30083	-0.11533	0.099038	-0.02539	-0.20218
Lsm4	0.054648	5.327	1.2821	0.23072	0.44633	-7.342	5.2303	5.3076	5.3671	5.3165	5.3504	5.3897
Ache	-1.023	-3.4913	-1.2818	0.23082	0.44643	-4.7608	-2.9958	-2.9168	-2.8906	-2.284	-5.6978	-4.163
Zfyve28	0.32428	-0.79508	1.2818	0.23084	0.44643	-5.5422	-0.98017	-1.2116	-0.52498	-0.37448	-0.77498	-0.90428
Gpr137b-ps	-0.21506	1.2611	-1.2817	0.23087	0.44643	-6.2573	1.597	1.2285	1.1968	0.85973	1.3647	1.3197
Calhm2	-0.080566	3.1818	-1.2816	0.23089	0.44643	-6.8777	3.2645	3.1228	3.2992	3.1495	3.1633	3.0917
Gm11527	0.54619	-2.5839	1.2812	0.23104	0.44667	-4.9594	-2.4749	-3.0481	-3.1316	-2.449	-2.0733	-2.3265
SNORA76	0.22581	0.28649	1.281	0.2311	0.44673	-5.9217	0.20177	0.043431	0.25443	0.099038	0.54377	0.57653
Fdxacb1	0.064819	3.3811	1.2806	0.23123	0.44693	-6.9359	3.3238	3.3253	3.4132	3.4247	3.4046	3.3949
Rrp36	-0.06144	4.5903	-1.2805	0.23127	0.44695	-7.2263	4.6173	4.5415	4.7178	4.5355	4.5592	4.5702
Gm6104	0.22643	-0.12179	1.2802	0.23136	0.44707	-5.7773	-0.11845	-0.4746	-0.08327	-0.09254	0.06595	-0.027852
Ube2n	-0.042861	6.4656	-1.2802	0.23139	0.44707	-7.4518	6.5073	6.5163	6.4339	6.4343	6.4356	6.4665
Plvap	-0.3578	-1.126	-1.28	0.23143	0.44708	-5.4338	-1.0436	-0.99744	-0.86314	-1.6605	-1.4499	-0.74155
1700028J19Rik	0.2101	-0.0011709	1.28	0.23145	0.44708	-5.8206	-0.26194	0.090996	-0.14812	0.11391	0.13507	0.063057
Bub1b	-0.036256	7.5523	-1.2798	0.23151	0.44714	-7.4929	7.5674	7.5847	7.5589	7.5173	7.5521	7.5333
Col11a1	2.33	-5.5613	1.2794	0.23164	0.44734	-4.564	-7.5193	-5.8554	-6.5911	-1.4711	-7.2828	-4.6484
Rpl10	-0.060219	10.831	-1.2788	0.23183	0.44765	-7.4894	10.78	10.939	10.866	10.762	10.767	10.874
AL591205.1	1.197	-4.4479	1.2788	0.23186	0.44765	-4.6352	-5.1974	-3.7399	-6.5911	-4.3235	-4.1129	-2.7224
Asxl1	0.048994	7.2163	1.2787	0.23188	0.44765	-7.4873	7.2448	7.1212	7.2099	7.2202	7.2759	7.2255
Ak5	2.2039	-4.1615	1.2784	0.23196	0.44769	-4.6506	-3.2714	-5.8554	-6.5911	-0.1271	-4.4754	-4.6484
Fam78a	0.053361	4.7732	1.2785	0.23196	0.44769	-7.2621	4.7271	4.7875	4.7201	4.756	4.8545	4.7941
Cox15	-0.042622	6.2135	-1.2783	0.232	0.44771	-7.4366	6.2367	6.2381	6.2285	6.1467	6.2343	6.1969
Gm6823	0.57005	-2.4277	1.278	0.23213	0.4479	-5.0057	-2.2339	-3.3529	-2.5036	-1.9388	-2.4248	-2.1124
Gm3355	0.40288	-1.4029	1.2777	0.23222	0.44802	-5.342	-1.497	-1.9485	-1.3057	-1.0505	-1.6681	-0.948
Dhx37	0.069462	5.4931	1.2773	0.23235	0.44821	-7.3685	5.4553	5.3652	5.5691	5.5243	5.5893	5.4556
Tmem71	-0.067356	4.5026	-1.2767	0.23254	0.44849	-7.2136	4.5973	4.5642	4.4278	4.5069	4.4077	4.5119
Gm15983	-0.33865	-1.2713	-1.2767	0.23255	0.44849	-5.3859	-1.1099	-1.2906	-0.8097	-1.5161	-1.2167	-1.685
Pcnt	0.077411	6.7152	1.2766	0.23257	0.44849	-7.4701	6.6949	6.5364	6.8046	6.7134	6.8087	6.7332
Scfd2	0.058062	4.3407	1.2765	0.23264	0.44855	-7.1805	4.2989	4.2596	4.3941	4.3858	4.3741	4.3317
Ncrna00086	-0.1635	1.319	-1.276	0.23277	0.44874	-6.2837	1.2455	1.6391	1.2977	1.2781	1.1807	1.2728
Dcaf5	0.041158	5.7925	1.276	0.23279	0.44874	-7.4026	5.7951	5.7554	5.7629	5.7881	5.8164	5.8368
Slc31a2	0.054803	4.0032	1.2758	0.23286	0.44882	-7.1044	3.979	4.0103	3.9276	4.0277	4.0261	4.0485
Gm6202	0.17947	0.53213	1.2757	0.23289	0.44882	-6.0153	0.36941	0.49625	0.46422	0.70134	0.42458	0.73699
RP23-242C19.5	0.30715	-0.99053	1.2756	0.23294	0.44886	-5.4813	-1.1443	-1.0653	-1.3057	-0.95426	-0.979	-0.49463
Gm6419	-0.63255	-2.6856	-1.2754	0.233	0.44893	-4.942	-2.3099	-2.2309	-2.6842	-2.7385	-3.8233	-2.3265
Gm9846	-0.14001	0.98581	-1.2752	0.23306	0.44899	-6.1722	1.0237	1.1558	0.97118	0.95366	0.89215	0.91838
Pros1	-1.5085	-4.5599	-1.2751	0.23309	0.44899	-4.6255	-5.1974	-2.4862	-3.4211	-3.5865	-5.6978	-6.9704
Nfyc	0.057893	5.3413	1.2746	0.23327	0.44927	-7.353	5.2333	5.3114	5.4036	5.3464	5.3982	5.3547
1700008O03Rik	0.40557	-1.6927	1.2742	0.2334	0.44943	-5.248	-1.9046	-2.2309	-1.3816	-1.3437	-1.6104	-1.685
4930577N17Rik	0.27881	-0.40007	1.2742	0.2334	0.44943	-5.6841	-0.37978	-0.57002	-0.75817	-0.23603	-0.54131	0.084916
Eme1	0.057779	5.0476	1.2739	0.23349	0.44954	-7.3124	4.9455	5.0741	5.0369	5.023	5.1012	5.1048
Gm10012	0.33305	-0.44437	1.2738	0.23352	0.44955	-5.6699	-0.46405	-0.96465	-0.36225	-0.1271	-0.74362	-0.0045821
Tuba1c	0.057668	7.8476	1.273	0.23382	0.45007	-7.504	7.763	7.928	7.7648	7.8759	7.8606	7.8934
Celf4	2.3314	-4.1944	1.2728	0.23387	0.45011	-4.6555	-5.9344	-4.633	-5.0061	0.26813	-4.4754	-5.3854
Gm12522	-0.32444	-1.1834	-1.2724	0.234	0.4503	-5.4222	-0.80509	-1.2506	-0.97635	-1.1896	-1.4001	-1.4785
Ccdc66	-0.056607	4.2989	-1.2722	0.23406	0.45037	-7.1766	4.3576	4.3158	4.3045	4.24	4.337	4.2385
Ncoa2	0.070708	6.7488	1.2719	0.23419	0.45056	-7.4775	6.8206	6.585	6.7361	6.771	6.8294	6.7511
Gas6	2.5286	-5.4752	1.2716	0.23428	0.45065	-4.5715	-7.5193	-5.8554	-6.5911	-0.95426	-7.2828	-4.6484
Wwp2	0.042817	6.8914	1.2716	0.2343	0.45065	-7.4845	6.8643	6.8912	6.8543	6.9074	6.9627	6.8683
Gm12992	-0.21072	0.99986	-1.2715	0.23433	0.45066	-6.1807	1.212	0.94763	1.1705	1.1028	0.531	1.0353
Zfp689	-0.12649	1.4743	-1.2708	0.23455	0.45101	-6.3421	1.6074	1.4145	1.6135	1.4284	1.4349	1.347
Ccnc	-0.044276	5.3705	-1.2708	0.23457	0.45101	-7.3615	5.4145	5.4033	5.3547	5.3574	5.3197	5.3731
AI837181	0.073172	4.6872	1.2707	0.2346	0.45103	-7.256	4.5856	4.5851	4.8039	4.7151	4.679	4.7546
Hmgn2-ps1	-0.15705	1.4994	-1.2703	0.23473	0.45121	-6.3512	1.7638	1.6013	1.3218	1.5482	1.4417	1.3197
Rer1	-0.041006	6.6546	-1.2696	0.23496	0.45158	-7.4755	6.6403	6.6672	6.72	6.6155	6.646	6.6387
Senp5	0.075322	5.5959	1.2695	0.23501	0.45158	-7.3896	5.693	5.4953	5.476	5.5826	5.6997	5.6288
Slit1	0.63294	-2.177	1.2695	0.23501	0.45158	-5.0894	-2.4749	-2.6855	-2.0675	-1.0177	-2.2384	-2.578
Pxmp2	-0.19565	0.5203	-1.2694	0.23505	0.45158	-6.0183	0.41731	0.81228	0.64734	0.39532	0.54377	0.30576
Ppat	0.046229	6.9616	1.2692	0.23509	0.45158	-7.4902	6.9951	6.9241	6.8939	6.946	7.0159	6.9946
Shmt2	-0.062728	7.5081	-1.2692	0.23509	0.45158	-7.5049	7.5209	7.4419	7.6578	7.474	7.4899	7.4639
Gm16739	0.89337	-3.3587	1.269	0.23516	0.45165	-4.8013	-4.712	-3.0481	-3.4211	-2.1359	-3.0349	-3.8004
Rpp14	0.044772	5.8098	1.2689	0.23519	0.45165	-7.4128	5.7792	5.8333	5.7452	5.8244	5.8148	5.8623
Vps54	0.047735	5.8032	1.2688	0.23522	0.45166	-7.4122	5.8419	5.7527	5.7407	5.8488	5.835	5.8001
ORF19	0.056486	5.3907	1.2683	0.23539	0.45193	-7.3667	5.2934	5.3724	5.433	5.4693	5.4009	5.3753
Ugt1a1	0.69604	-3.3214	1.2674	0.23571	0.45249	-4.8088	-3.127	-3.7399	-4.2691	-2.9699	-2.7592	-3.0635
Rbl1	0.04948	7.2209	1.2669	0.23587	0.45272	-7.5015	7.2804	7.1496	7.1572	7.2407	7.2526	7.2451
0610037P05Rik	0.047416	5.5581	1.2668	0.23591	0.45272	-7.3886	5.4956	5.5973	5.508	5.5796	5.5935	5.5744
Gm12141	0.12707	2.4495	1.2668	0.23592	0.45272	-6.6682	2.5072	2.3228	2.2946	2.574	2.3338	2.6644
Amn1	-0.088128	2.514	-1.2667	0.23596	0.45272	-6.6898	2.5588	2.6026	2.5148	2.5303	2.4969	2.3806
Gm16728	-0.92033	-3.2725	-1.2666	0.23597	0.45272	-4.8114	-2.9958	-3.1925	-1.8362	-2.8496	-3.3759	-5.3854
Bcl2l2	0.049887	5.5065	1.2662	0.23612	0.45295	-7.3834	5.5146	5.5114	5.41	5.5011	5.5649	5.5372
Pou2f1	0.074683	5.8608	1.2661	0.23616	0.45296	-7.4211	5.9641	5.7102	5.7913	5.8698	5.9131	5.9163
Rcc2	-0.055268	9.64	-1.2655	0.23635	0.45305	-7.5135	9.6753	9.5733	9.7541	9.6182	9.6118	9.6073
Stub1	0.06916	5.509	1.2656	0.23635	0.45305	-7.3844	5.3505	5.5038	5.5798	5.5032	5.557	5.5598
Sbk1	0.13073	1.742	1.2654	0.2364	0.45305	-6.4381	1.6431	1.568	1.8725	1.8881	1.6859	1.7945
Bccip	0.056975	6.2505	1.2653	0.23642	0.45305	-7.4548	6.1633	6.3029	6.1966	6.2179	6.3058	6.3163
Rad23b	-0.0422	8.5229	-1.2654	0.23642	0.45305	-7.515	8.5673	8.5415	8.5232	8.4494	8.54	8.516
Usp9x	0.094827	7.578	1.2653	0.23644	0.45305	-7.5105	7.7311	7.378	7.4817	7.5892	7.6483	7.64
Gm15387	-0.20369	0.67594	-1.2653	0.23645	0.45305	-6.078	0.82496	1.0149	0.39762	0.5455	0.71158	0.56102
6330439K17Rik	1.8323	-3.1775	1.2652	0.23646	0.45305	-4.8121	-4.0599	-3.0481	-5.0061	0.3831	-3.8233	-3.5109
Kctd7	-0.070656	3.1976	-1.2652	0.23646	0.45305	-6.9021	3.2759	3.2008	3.2243	3.1657	3.2141	3.1051
Gm16283	0.46289	-2.2961	1.265	0.23654	0.45315	-5.0577	-2.5651	-2.396	-2.6842	-2.208	-1.9974	-1.926
D030056L22Rik	-0.057526	4.249	-1.2649	0.23658	0.45316	-7.1744	4.2932	4.2717	4.2583	4.1961	4.1751	4.2993
Zfp715	0.056721	5.5576	1.2648	0.2366	0.45316	-7.391	5.6153	5.4599	5.508	5.5542	5.5974	5.6106
Icam2	-0.058628	6.4628	-1.2647	0.23663	0.45316	-7.4701	6.3966	6.5744	6.5061	6.3994	6.4657	6.4346
Pibf1	-0.07151	4.295	-1.2644	0.23673	0.45329	-7.185	4.4228	4.2717	4.2923	4.2392	4.3425	4.2014
Gm13237	-0.12432	2.0636	-1.2642	0.23681	0.45339	-6.5461	2.1118	2.0046	2.3007	2.0554	1.8542	2.0548
Tardbp	0.039415	9.1531	1.2641	0.23684	0.45339	-7.5162	9.1259	9.1626	9.1116	9.1359	9.1902	9.1921
Psma3	-0.03947	7.5223	-1.264	0.2369	0.45342	-7.5115	7.5202	7.589	7.5162	7.5007	7.5046	7.5028
2310044G17Rik	-0.050243	5.8135	-1.2639	0.23691	0.45342	-7.4194	5.9044	5.7919	5.8154	5.7674	5.772	5.8299
Spag4	0.14774	2.0222	1.2638	0.23696	0.45346	-6.5331	1.7638	1.8972	2.2387	1.9681	2.0682	2.1971
Tmem108	-0.43471	-1.5711	-1.2636	0.23703	0.45352	-5.294	-1.7914	-1.1366	-1.0365	-1.6108	-2.2384	-1.6128
Vwa5b2	2.3937	-5.598	1.2635	0.23705	0.45352	-4.5734	-7.5193	-5.8554	-6.5911	-0.95426	-5.6978	-6.9704
Atg4a-ps	-0.39686	-1.8506	-1.2634	0.2371	0.45352	-5.203	-1.5886	-1.7125	-1.6369	-1.821	-2.3286	-2.0162
Ptpn11	0.041945	7.5258	1.2633	0.23713	0.45352	-7.5122	7.5504	7.5002	7.4631	7.52	7.5714	7.5499
Zfpm1	0.090909	4.6378	1.2632	0.23715	0.45352	-7.2557	4.6484	4.4327	4.7099	4.6868	4.5895	4.7597
Nell1	2.194	-5.6842	1.2632	0.23716	0.45352	-4.5712	-7.5193	-5.8554	-6.5911	-1.4711	-5.6978	-6.9704
Dfna5	-0.50362	-1.6086	-1.263	0.23723	0.45355	-5.2837	-1.6367	-0.6722	-1.8362	-1.4273	-2.1535	-1.926
Limk2	0.063691	4.6919	1.2629	0.23724	0.45355	-7.2661	4.6565	4.6206	4.7167	4.8124	4.6557	4.6892
Zfp148	0.059998	6.8104	1.2628	0.2373	0.45355	-7.4913	6.8937	6.7229	6.7211	6.8157	6.8575	6.8515
Tbc1d20	-0.035502	6.8272	-1.2627	0.23732	0.45355	-7.4923	6.8377	6.8575	6.8395	6.8027	6.8168	6.8093
H3f3a-ps2	-0.18689	1.3726	-1.2627	0.23733	0.45355	-6.3169	1.4202	1.4207	1.6037	1.5206	0.94122	1.3288
Prcc	0.046478	5.5649	1.2626	0.23735	0.45355	-7.3944	5.515	5.5679	5.5398	5.5357	5.6103	5.6205
Pus7	0.053832	6.5748	1.2622	0.23749	0.45368	-7.4797	6.6131	6.5366	6.4906	6.5604	6.6695	6.5788
Ppil2	0.042363	6.7833	1.2621	0.23753	0.45368	-7.4909	6.7288	6.7994	6.7578	6.7724	6.8409	6.8004
Ptpn4	0.14913	4.2986	1.2621	0.23754	0.45368	-7.1879	4.5349	3.9801	4.1377	4.3766	4.4059	4.3566
Tesc	0.38427	-1.6248	1.2619	0.2376	0.45368	-5.2837	-1.5886	-2.0828	-1.7331	-1.1896	-1.6104	-1.5441
Dennd2c	-1.0209	-3.0122	-1.2619	0.23761	0.45368	-4.8716	-2.0931	-2.9168	-2.5036	-2.284	-5.6978	-2.578
Cyp4f13	-0.075202	2.8004	-1.2618	0.23762	0.45368	-6.7861	2.8261	2.8229	2.8786	2.7604	2.8034	2.7109
Gm11582	0.62556	-2.6643	1.2618	0.23762	0.45368	-4.9604	-2.9958	-2.9168	-2.8906	-1.6605	-2.6389	-2.8829
Zdhhc21	0.062422	6.4582	1.2617	0.23766	0.45369	-7.4733	6.5445	6.3454	6.3878	6.485	6.477	6.5095
Slc43a2	0.035076	7.3644	1.2611	0.23789	0.45401	-7.512	7.3606	7.3345	7.3453	7.3726	7.3869	7.3863
Polr2g	0.055766	5.928	1.2609	0.23794	0.45401	-7.4335	5.8257	5.9747	5.902	5.9566	5.9976	5.9117
Gm9766	0.12678	2.4829	1.2609	0.23796	0.45401	-6.6862	2.6189	2.2267	2.4005	2.5248	2.5674	2.5591
Rpl12-ps1	-0.44578	-1.3494	-1.2609	0.23796	0.45401	-5.3765	-1.1443	-1.2506	-1.0365	-1.5161	-2.3286	-0.82062
Fam169b	0.2178	0.57769	1.2608	0.23799	0.45401	-6.0481	0.51959	0.26697	0.60861	0.39532	0.74513	0.9305
Scarna6	-0.42206	-1.8926	-1.2608	0.238	0.45401	-5.1904	-1.6864	-1.659	-1.6369	-2.0672	-1.7282	-2.578
Zadh2	-0.042606	6.0411	-1.2607	0.23803	0.45402	-7.444	6.0772	6.0636	6.0449	5.9865	6.0675	6.0071
Krt83	-1.2097	-3.6825	-1.2605	0.23809	0.45408	-4.7441	-3.6124	-2.396	-2.8906	-2.8496	-3.3759	-6.9704
Aifm3	2.7522	-5.2031	1.2603	0.23816	0.45414	-4.5894	-7.5193	-5.1185	-6.5911	-0.058791	-4.9608	-6.9704
Zfp438	0.091819	2.1535	1.2602	0.23818	0.45414	-6.5805	2.1263	2.1465	2.0346	2.2328	2.1787	2.2021
Gm16279	0.29064	-0.22966	1.2601	0.23821	0.45414	-5.7598	-0.4213	0.059461	-0.86314	-0.042208	0.1181	-0.2289
Agtpbp1	0.060166	6.2781	1.2595	0.23843	0.4545	-7.4638	6.355	6.1907	6.1954	6.3265	6.3346	6.2664
C030006K11Rik	0.081326	3.1703	1.2594	0.23848	0.45455	-6.9009	3.0266	3.1418	3.2434	3.1852	3.1797	3.2452
Atp9a	-1.5568	-2.6254	-1.2588	0.23867	0.45485	-4.9254	-2.0275	-1.0653	-1.9472	0.37077	-4.1129	-6.9704
Col4a3bp	0.059137	6.5513	1.2585	0.23876	0.45497	-7.4827	6.6251	6.4611	6.4752	6.5404	6.6172	6.5884
Ppcs	0.079834	3.2108	1.2583	0.23885	0.45504	-6.914	3.0908	3.1605	3.2962	3.2573	3.2747	3.1857
